URL,URLLength,Domain,DomainLength,IsDomainIP,TLD,URLSimilarityIndex,CharContinuationRate,TLDLegitimateProb,URLCharProb,TLDLength,NoOfSubDomain,HasObfuscation,NoOfObfuscatedChar,ObfuscationRatio,NoOfLettersInURL,LetterRatioInURL,NoOfDegitsInURL,DegitRatioInURL,NoOfEqualsInURL,NoOfQMarkInURL,NoOfAmpersandInURL,NoOfOtherSpecialCharsInURL,SpacialCharRatioInURL,IsHTTPS,LineOfCode,LargestLineLength,HasTitle,Title,DomainTitleMatchScore,URLTitleMatchScore,HasFavicon,Robots,IsResponsive,NoOfURLRedirect,NoOfSelfRedirect,HasDescription,NoOfPopup,NoOfiFrame,HasExternalFormSubmit,HasSocialNet,HasSubmitButton,HasHiddenFields,HasPasswordField,Bank,Pay,Crypto,HasCopyrightInfo,NoOfImage,NoOfCSS,NoOfJS,NoOfSelfRef,NoOfEmptyRef,NoOfExternalRef,label
https://www.bringyourownparent.com,33,www.bringyourownparent.com,26,0,com,100.0,1.0,0.5229071,0.058036477,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,3861,43107,1,bringyourownparent,100.0,100.0,0,0,1,0,0,1,0,7,0,1,1,1,1,0,1,0,1,68,19,17,113,3,14,1
http://www.0xbitconnect.co,26,www.0xbitconnect.co,19,0,co,100.0,1.0,0.0059772,0.05924276,2,1,0,0,0.0,13,0.5,1,0.038,0,0,0,1,0.038,0,2,480,1,0xbitnnect,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.timanderic.com,25,www.timanderic.com,18,0,com,100.0,1.0,0.5229071,0.067687415,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,337,214,1,timanderic,100.0,100.0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,20,3,9,15,0,19,1
https://www.nayanacraft.com,26,www.nayanacraft.com,19,0,com,100.0,1.0,0.5229071,0.06421086,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,5333,6967,1,nayanacraft,100.0,100.0,1,0,0,1,0,0,6,12,0,1,1,1,0,0,0,0,1,47,19,17,115,11,150,1
https://www.zikkotech.com,24,www.zikkotech.com,17,0,com,100.0,1.0,0.5229071,0.056272722,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,5174,8341,1,zikkotech,100.0,100.0,1,0,1,0,0,1,0,19,0,1,1,1,1,1,1,0,1,135,19,27,116,3,26,1
https://under-review-c75e4.firebaseapp.com/,42,under-review-c75e4.firebaseapp.com,34,0,com,40.03628118,0.466666667,0.5229071,0.053661526,3,1,0,0,0.0,27,0.643,3,0.071,0,0,0,4,0.095,1,8,71,0,0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.icansucceed.org,26,www.icansucceed.org,19,0,org,100.0,1.0,0.0799628,0.067849601,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,4052,832,1,icansucceed,100.0,100.0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,29,3,10,363,0,24,1
https://www.2eyeshop.com,23,www.2eyeshop.com,16,0,com,100.0,1.0,0.5229071,0.057678858,3,1,0,0,0.0,9,0.391,1,0.043,0,0,0,1,0.043,1,6024,8663,1,2eyeshop,100.0,100.0,1,0,1,1,0,1,1,11,0,1,1,1,0,1,1,0,1,518,1,35,591,2,29,1
https://www.liljas-library.com,29,www.liljas-library.com,22,0,com,100.0,0.571428571,0.5229071,0.054353372,3,1,0,0,0.0,15,0.517,0,0.0,0,0,0,2,0.069,1,494,1389,1,liljas-library,100.0,100.0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,1,0,1,29,3,12,89,0,57,1
http://www.edalet-iran.ml,25,www.edalet-iran.ml,18,0,ml,52.65306122,0.636363636,0.0001306,0.063146151,2,1,0,0,0.0,12,0.48,0,0.0,0,0,0,2,0.08,0,20,212,1,edalet-iran,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://app-manage-adminsupport.start.page/,43,app-manage-adminsupport.start.page,34,0,page,32.93129016,0.448275862,0.0001446,0.057212623,4,1,0,0,0.0,30,0.698,0,0.0,0,0,0,5,0.116,1,385,586,1,app-manage-adminsupportstart,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,11,0
https://publicbroadcastingnetwork.net/0qptltg,45,publicbroadcastingnetwork.net,29,0,net,49.96347699,1.0,0.0384199,0.050762242,3,0,0,0,0.0,34,0.756,1,0.022,0,0,0,2,0.044,1,66,214,1,publicbroadcastingwork0qptltg,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,1,0
http://www.info24h.de,20,www.info24h.de,14,0,de,70.54545455,0.857142857,0.0326503,0.036887312,2,1,0,0,0.0,6,0.3,2,0.1,0,0,0,1,0.05,0,11,74,1,info24h,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.letsgohonduras.com,29,www.letsgohonduras.com,22,0,com,100.0,1.0,0.5229071,0.06212378,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,134,449,1,letsgohonduras,100.0,100.0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,7,16,3,1,0,1,1
https://www.vrsa.lt,18,www.vrsa.lt,11,0,lt,100.0,1.0,0.0005524,0.050607576,2,1,0,0,0.0,5,0.278,0,0.0,0,0,0,1,0.056,1,21250,410949,1,vrsa,100.0,100.0,1,1,1,0,0,1,0,2,0,1,1,0,0,1,0,0,1,836,3,7,812,3,69,1
https://unfortunatemonumentaldistributedcomputing--smssssmsss.repl.co,69,unfortunatemonumentaldistributedcomputing--smssssmsss.repl.co,61,0,co,20.17321046,0.74137931,0.0059772,0.057912115,2,1,0,0,0.0,57,0.826,0,0.0,0,0,0,4,0.058,1,198,869,1,unfortunatemonumentaldistributedmputing--smssssmsssrepl,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
http://www.millerq.cf,20,www.millerq.cf,14,0,cf,75.48209366,1.0,0.0001858,0.054590514,2,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,20,208,1,millerq,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://att-102757.weeblysite.com/,34,att-102757.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044063389,3,1,0,0,0.0,16,0.471,6,0.176,0,0,0,4,0.118,1,13,101,1,att-102757weeblysite,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www-info-epos.huirishang.com/jp.php,43,www-info-epos.huirishang.com,28,0,com,37.18820862,0.458333333,0.5229071,0.047434977,3,1,0,0,0.0,29,0.674,0,0.0,0,0,0,6,0.14,1,35,126,1,www-info-eposhuirishangjpphp,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.earlychristianwritings.com,37,www.earlychristianwritings.com,30,0,com,100.0,1.0,0.5229071,0.0581638,3,1,0,0,0.0,24,0.649,0,0.0,0,0,0,1,0.027,1,1854,1446,1,earlychristianwritings,100.0,100.0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,2,1,10,0,0,14,1
https://www.relikte.com,22,www.relikte.com,15,0,com,100.0,1.0,0.5229071,0.06595384,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,124,1685,1,relikte,100.0,100.0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,12,1,1,1,0,6,1
https://www.stormxgames.com,26,www.stormxgames.com,19,0,com,100.0,1.0,0.5229071,0.064031865,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,353,137,1,stormxgames,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,29,6,12,1,0,35,1
https://www.interactionstudios.com,33,www.interactionstudios.com,26,0,com,100.0,1.0,0.5229071,0.066467826,3,1,0,0,0.0,20,0.606,0,0.0,0,0,0,1,0.03,1,396,906,1,interactionstudios,100.0,100.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,38,1,3,1,0,5,1
http://www.ffej.purpledaily.com,30,www.ffej.purpledaily.com,24,0,com,58.63888889,0.75,0.5229071,0.047508125,3,2,0,0,0.0,17,0.567,0,0.0,0,0,0,2,0.067,0,2,39,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.asapdecor.com,23,www.asapdecor.com,17,0,com,83.26289096,1.0,0.5229071,0.070529903,3,1,0,0,0.0,11,0.478,0,0.0,0,0,0,1,0.043,0,4,200,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.naturallycurly.com,29,www.naturallycurly.com,22,0,com,100.0,1.0,0.5229071,0.054212764,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,4733,792,1,naturallycurly,100.0,100.0,0,1,1,0,0,1,0,0,0,1,1,1,1,0,0,0,1,106,6,36,227,60,201,1
http://www.perketurxb.org,24,www.perketurxb.org,18,0,org,62.55283178,1.0,0.0799628,0.051842791,3,1,0,0,0.0,12,0.5,0,0.0,0,0,0,1,0.042,0,2,33,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.config.com,20,www.config.com,14,0,com,81.81818182,1.0,0.5229071,0.064284123,3,1,0,0,0.0,8,0.4,0,0.0,0,0,0,1,0.05,0,2,28,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.ekni-nct.ekint.cmvwsy.top,36,www.ekni-nct.ekint.cmvwsy.top,29,0,top,34.71400394,0.333333333,0.0002752,0.053811441,3,3,0,0,0.0,20,0.556,0,0.0,0,0,0,4,0.111,1,8,45,1,ekni-nctekintcmvwsy,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://actualizarbanaonline.grupoebisa.repl.co/,48,actualizarbanaonline.grupoebisa.repl.co,39,0,co,36.14069691,0.583333333,0.0059772,0.060864571,2,2,0,0,0.0,36,0.75,0,0.0,0,0,0,4,0.083,1,83,341,1,actualizarbanaonlinegrupoebisarepl,0.0,0.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0
https://www.dcfoodies.com,24,www.dcfoodies.com,17,0,com,100.0,1.0,0.5229071,0.066935351,3,1,0,0,0.0,11,0.458,0,0.0,0,0,0,1,0.042,1,1521,1486,1,dcfoodies,100.0,100.0,0,0,1,0,0,1,28,1,0,1,1,0,0,0,1,0,1,0,12,11,57,0,117,1
https://www.verdammnis.com,25,www.verdammnis.com,18,0,com,100.0,1.0,0.5229071,0.062446047,3,1,0,0,0.0,12,0.48,0,0.0,0,0,0,1,0.04,1,562,264,1,verdammnis,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,24,5,9,63,2,77,1
https://www.indiaonapage.com,27,www.indiaonapage.com,20,0,com,100.0,1.0,0.5229071,0.066910936,3,1,0,0,0.0,14,0.519,0,0.0,0,0,0,1,0.037,1,807,516,1,indiaonapage,100.0,100.0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,0,0,1,11,9,16,109,0,99,1
https://www.timco.aero,21,www.timco.aero,14,0,aero,100.0,1.0,8.81e-05,0.07355342,4,1,0,0,0.0,8,0.381,0,0.0,0,0,0,1,0.048,1,174,652,1,timco,100.0,100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,15,12,1,0,5,1
https://webmail-106627.weeblysite.com/,38,webmail-106627.weeblysite.com,29,0,com,55.29924693,0.68,0.5229071,0.04424445,3,1,0,0,0.0,20,0.526,6,0.158,0,0,0,4,0.105,1,271,19644,1,webmail-106627weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
https://wwwinfoview.zienertek.com/jp.php,39,wwwinfoview.zienertek.com,25,0,com,41.27012311,0.571428571,0.5229071,0.047746428,3,1,0,0,0.0,27,0.692,0,0.0,0,0,0,4,0.103,1,35,126,1,wwwinfoviewzienertekjpph,0.0,0.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
http://www.miaomi.welco.live,27,www.miaomi.welco.live,21,0,live,49.2118416,0.583333333,0.0003718,0.062105894,4,2,0,0,0.0,14,0.519,0,0.0,0,0,0,2,0.074,0,8,41,1,miaomiwelco,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://yahoomail-108961.weeblysite.com/,39,yahoomail-108961.weeblysite.com,31,0,com,37.00284091,0.62962963,0.5229071,0.048250868,3,1,0,0,0.0,22,0.564,6,0.154,0,0,0,3,0.077,1,173,18792,1,yahoomail-108961weeblysite,0.0,0.0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,19,3,9,1,0,4,0
https://www.mothersoutfront.org,30,www.mothersoutfront.org,23,0,org,100.0,1.0,0.0799628,0.064466019,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,732,9381,1,mothersoutfront,100.0,100.0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,13,9,20,52,0,74,1
http://www.a0738307.xsph.ru,26,www.a0738307.xsph.ru,20,0,ru,60.84558824,0.923076923,0.0180132,0.019946145,2,2,0,0,0.0,6,0.231,7,0.269,0,0,0,2,0.077,0,9,44,1,a0738307xsph,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.mailserviceactivation.com,35,www.mailserviceactivation.com,29,0,com,60.68376068,1.0,0.5229071,0.065732136,3,1,0,0,0.0,23,0.657,0,0.0,0,0,0,1,0.029,0,2,44,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.tekniskamuseet.se,28,www.tekniskamuseet.se,21,0,se,100.0,1.0,0.0040185,0.058233448,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,1048,9381,1,teknikamueet,0.0,0.0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,20,4,16,162,4,171,1
https://www.gesaffelstein.com,28,www.gesaffelstein.com,21,0,com,100.0,1.0,0.5229071,0.06087544,3,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,226,240,1,gesaffelstein,100.0,100.0,1,0,1,0,0,0,0,10,0,1,0,0,0,0,0,0,0,17,2,4,0,0,0,1
https://www.essiloracademy.eu,28,www.essiloracademy.eu,21,0,eu,100.0,1.0,0.0056158,0.066120165,2,1,0,0,0.0,15,0.536,0,0.0,0,0,0,1,0.036,1,401,5128,1,ssiloracadmy,0.0,0.0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,7,19,34,19,0,9,1
https://www.managenergy.net,26,www.managenergy.net,19,0,net,100.0,1.0,0.0384199,0.061406285,3,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,15963,16881,1,managergy,0.0,0.0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0,1,411,20,15,824,0,430,1
https://peggygarner505.wixsite.com/dst87i9yughfds,49,peggygarner505.wixsite.com,26,0,com,39.4323107,0.681818182,0.5229071,0.040824699,3,1,0,0,0.0,32,0.653,6,0.122,0,0,0,3,0.061,1,64,151,1,peggygarner505wixsitedst87i9yughfds,0.0,0.0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,8,3,0,1,0
https://www.liquid-technologies.com,34,www.liquid-technologies.com,27,0,com,100.0,0.684210526,0.5229071,0.059565891,3,1,0,0,0.0,20,0.588,0,0.0,0,0,0,2,0.059,1,911,392,1,liquid-technologies,100.0,100.0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,81,0,3,150,0,8,1
https://www.pbxbook.com,22,www.pbxbook.com,15,0,com,100.0,1.0,0.5229071,0.052243848,3,1,0,0,0.0,9,0.409,0,0.0,0,0,0,1,0.045,1,157,481,1,pbxbook,100.0,100.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,4,28,0,9,1
http://att-104126.weeblysite.com/,33,att-104126.weeblysite.com,25,0,com,66.69538462,0.80952381,0.5229071,0.044146704,3,1,0,0,0.0,16,0.485,6,0.182,0,0,0,4,0.121,0,13,105,1,att-104126weeblysite,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
https://amnpmd.com/,19,amnpmd.com,10,0,com,79.63636364,1.0,0.5229071,0.061619315,3,0,0,0,0.0,9,0.474,0,0.0,0,0,0,2,0.105,1,35,126,1,amnpmd,100.0,100.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
https://www.lefevrefineart.com,29,www.lefevrefineart.com,22,0,com,100.0,1.0,0.5229071,0.062394933,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,1242,13698,1,lefevrefineart,100.0,100.0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,43,2,12,11,0,22,1
https://www.businessinsider.jp,29,www.businessinsider.jp,22,0,jp,100.0,1.0,0.0230451,0.053695089,2,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,2392,881,1,businessinsider,100.0,100.0,1,1,1,0,0,1,0,4,0,1,1,1,0,0,0,0,1,76,8,35,309,5,65,1
http://ce22018-wordpress-xqqrt.tw1.ru/www.labanquepostale.fr/pst/bp/g.php?request=1&token=tw96awxsys81ljagkfdpbmrvd3mgtlqgni4zoybxaw42ndsgedy0ksbbchbszvdlyktpdc81mzcumzygketive1mlcbsawtliedly2tvksbdahjvbwu,205,ce22018-wordpress-xqqrt.tw1.ru,30,0,ru,6.239906691,0.555555556,0.0180132,0.037139729,2,1,0,0,0.0,160,0.78,20,0.098,2,1,0,11,0.068,0,482,228364,1,ce22018-wordpress-xqqrttw1labanquepostalefrpstbpgphp?request=1&token=tw96awxsys81ljagkfdpbmrvd3mgtlqgni4zoybxaw42ndsgedy0ksbbchbszvdlyktpdc81mzcumzygketive1mlcbsawtliedly2tvksbdahjvbwu,0.0,0.0,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,1,0,2,0,4,0,28,1,0
https://wyzax.com/wp-includes/requests/proxy/ok.php,51,wyzax.com,9,0,com,18.8357343,1.0,0.5229071,0.046408644,3,0,0,0,0.0,36,0.706,0,0.0,0,0,0,7,0.137,1,2,59,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
http://www.privateimport.jp,26,www.privateimport.jp,20,0,jp,68.88888889,1.0,0.0230451,0.054468764,2,1,0,0,0.0,14,0.538,0,0.0,0,0,0,1,0.038,0,2,91,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
https://www.dossiertibet.it,26,www.dossiertibet.it,19,0,it,100.0,1.0,0.012178,0.062130402,2,1,0,0,0.0,13,0.5,0,0.0,0,0,0,1,0.038,1,435,2024,1,dossertbet,0.0,0.0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,12,6,7,42,0,47,1
http://www.networkinfo.org,25,www.networkinfo.org,19,0,org,76.37867647,1.0,0.0799628,0.06123037,3,1,0,0,0.0,13,0.52,0,0.0,0,0,0,1,0.04,0,49,768,0,0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0
https://www.papierspeintsdirect.com,34,www.papierspeintsdirect.com,27,0,com,100.0,1.0,0.5229071,0.06172213,3,1,0,0,0.0,21,0.618,0,0.0,0,0,0,1,0.029,1,3694,1327,1,papierspeintsdirect,100.0,100.0,1,0,1,1,0,1,2,2,0,1,1,1,0,0,1,0,1,98,1,5,207,21,29,1
http://www.braintrainingcoaching.com,35,www.braintrainingcoaching.com,29,0,com,62.15277778,1.0,0.5229071,0.062330302,3,1,0,0,0.0,23,0.657,0,0.0,0,0,0,1,0.029,0,2,44,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
https://www.zionismontheweb.org,30,www.zionismontheweb.org,23,0,org,100.0,1.0,0.0799628,0.060286226,3,1,0,0,0.0,17,0.567,0,0.0,0,0,0,1,0.033,1,634,765,1,zionismontheweb,100.0,100.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,16,1,2,159,0,181,1
https://foil-cubic-gum.glitch.me/kcbhessd.html,46,foil-cubic-gum.glitch.me,24,0,me,29.16400313,0.333333333,0.0036375,0.049873523,2,1,0,0,0.0,32,0.696,0,0.0,0,0,0,6,0.13,1,82,155,1,foil-cubic-gumglitchkcbhessdhtml,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,2,0
https://www.jamiecavanaugh.com,29,www.jamiecavanaugh.com,22,0,com,100.0,1.0,0.5229071,0.059173651,3,1,0,0,0.0,16,0.552,0,0.0,0,0,0,1,0.034,1,801,9381,1,jamiecavanaugh,100.0,100.0,1,1,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,32,12,27,52,0,84,1
https://www.personallibrarieslibrary.com,39,www.personallibrarieslibrary.com,32,0,com,100.0,1.0,0.5229071,0.060890225,3,1,0,0,0.0,26,0.667,0,0.0,0,0,0,1,0.026,1,2499,875,1,personallibrarieslibrary,100.0,100.0,0,1,1,0,0,1,0,5,0,0,0,0,0,1,1,0,1,17,2,3,22,0,29,1
https://www.baressp.com.br,25,www.baressp.com.br,18,0,br,100.0,0.727272727,0.0094423,0.059262945,2,2,0,0,0.0,11,0.44,0,0.0,0,0,0,2,0.08,1,1472,13735,1,aresspcom,0.0,0.0,1,1,1,0,0,1,477,2,0,1,1,0,0,0,0,0,0,175,4,13,417,0,82,1
